userID,gender,age,city,state,membershipType,CreditScore,signUpDate,#_times_logged_in,avg_mins_logged_in,most_common_activityType,most_common_accountType,avg_#_of_activities_per_login,last_logged_in,days_since_login,most_recent_activity,most_recent_device_used,most_common_transaction_type,avg_income_payment,avg_days_between_login
4715,Other,22,West Ricardofort,Mississippi,Premium,667,2022-08-23,21,35,Checked Credit Score,Mortgage,3,2023-10-05 01:50:12.000,53,Reviewed Transaction History,Desktop,Dining,3012.46,20
4716,Male,70,Lake Karenton,Nevada,Free,807,2022-01-29,27,35,View Budget,Car Loan,3,2023-10-14 18:39:29.000,44,Added Account,Mobile,Shopping,3581.9,23
4717,Male,22,South Paul,Kentucky,Free,737,2023-09-15,27,37,Added Account,Student Loan,3,2023-11-25 16:42:37.000,2,Reviewed Transaction History,Mobile,Bills,3830.33,2
4718,Male,59,Port Ashley,Oregon,Premium,694,2023-01-05,21,35,Set Goal,Credit Card,3,2023-10-26 02:08:25.000,32,Set Goal,Mobile,Travel,2824.1,14
4719,Female,44,West Melissafurt,Minnesota,Free,691,2023-06-30,1,49,View Budget,Credit Card,5,2023-09-13 02:11:30.000,75,View Budget,Desktop,Groceries,3581.57,NULL
472,Other,30,New Christy,Utah,Free,740,2021-12-01,2,35,View Accounts,Student Loan,4,2023-04-09 21:15:45.000,232,Set Goal,Mobile,Entertainment,3913.49,483
4720,Other,69,Carlsonport,Maine,Premium,664,2023-07-17,30,39,Added Account,Mortgage,3,2023-11-20 01:40:47.000,7,Set Goal,Mobile,Entertainment,3488.11,4
4721,Other,63,Laurenshire,New Jersey,Free,657,2022-10-27,6,35,View Accounts,Investments,3,2023-09-18 01:04:33.000,70,View Budget,Mobile,Bills,3461.83,62
4722,Female,54,Johnsonville,North Carolina,Free,720,2023-11-02,2,37,Viewed Notifications,Car Loan,4,2023-11-08 10:54:53.000,19,Reviewed Transaction History,Mobile,Shopping,3062.71,0
4723,Other,19,Kimberg,Mississippi,Premium,675,2022-09-10,28,35,Reviewed Transaction History,Mortgage,3,2023-11-14 03:11:11.000,13,Set Goal,Mobile,Travel,2388.03,15
4724,Other,61,North Cindymouth,South Dakota,Free,696,2022-11-02,7,34,Viewed Notifications,Car Loan,3,2023-10-31 05:39:52.000,27,View Budget,Mobile,Groceries,2857.96,57
4725,Male,22,Elizabethfurt,Colorado,Free,705,2022-07-11,20,38,Reviewed Transaction History,Credit Card,3,2023-11-14 20:53:55.000,13,View Accounts,Mobile,Bills,3152.65,25
4726,Other,61,Nathanstad,Arkansas,Premium,684,2023-09-12,26,33,Created Budget,Car Loan,3,2023-11-25 19:17:27.000,2,Created Budget,Desktop,Entertainment,2480.98,2
4727,Other,37,Lake Robertville,Oregon,Free,690,2023-04-25,27,37,Added Account,Investments,3,2023-11-25 05:56:03.000,2,Added Account,Desktop,Dining,2576.3,8
4728,Male,34,North Johnport,Alaska,Premium,664,2023-06-17,28,32,Viewed Notifications,Mortgage,3,2023-11-20 14:28:59.000,7,Viewed Notifications,Desktop,Groceries,3572.41,5
4729,Female,61,Robertsland,Arkansas,Premium,728,2022-11-06,9,23,Added Account,Student Loan,3,2023-10-12 20:11:17.000,46,Created Budget,Mobile,Dining,2628.01,32
473,Other,36,Jerryborough,Indiana,Premium,677,2022-01-31,15,36,Created Budget,Credit Card,3,2023-08-01 12:43:18.000,118,Checked Credit Score,Mobile,Entertainment,3043.06,36
4730,Other,18,Nicholasfort,Wisconsin,Premium,641,2023-03-29,12,33,View Goals,Student Loan,3,2023-11-19 18:37:09.000,8,Added Account,Desktop,Bills,3177.05,20
4731,Other,25,Port Dannyfurt,Oregon,Free,701,2022-09-04,26,37,Reviewed Transaction History,Credit Card,3,2023-10-28 18:30:03.000,30,Reviewed Transaction History,Desktop,Income,2846.93,15
4732,Male,48,West Charleshaven,Illinois,Premium,651,2022-10-26,24,34,Viewed Notifications,Only Checking and Savings,3,2023-11-09 18:24:27.000,18,Reviewed Transaction History,Mobile,Shopping,4406.37,15
4733,Male,43,Wilsonbury,Idaho,Premium,694,2023-10-07,21,34,Added Account,Credit Card,3,2023-11-27 04:36:23.000,0,Checked Credit Score,Mobile,Dining,1161.51,2
4734,Female,28,Matthewsfurt,Tennessee,Premium,730,2022-05-17,20,34,View Accounts,Student Loan,3,2023-11-27 01:24:49.000,0,Added Account,Mobile,Shopping,3029.13,28
4735,Female,24,East Wesleymouth,Connecticut,Free,700,2022-06-20,3,32,View Budget,Only Checking and Savings,3,2023-08-27 17:25:27.000,92,View Budget,Desktop,Income,3031.6,206
4736,Female,28,Mooreborough,Florida,Free,787,2023-06-29,27,34,Turned off notifications,Credit Card,3,2023-11-21 10:13:34.000,6,View Budget,Desktop,Groceries,3946.76,5
4737,Female,61,Sandychester,Kansas,Free,638,2022-10-04,27,35,Set Goal,Student Loan,3,2023-10-30 20:57:36.000,28,Added Account,Mobile,Bills,3816.06,14
4738,Male,35,Lake Ryanfurt,Tennessee,Free,708,2022-09-25,4,37,Reviewed Transaction History,Student Loan,2,2023-08-04 18:47:40.000,115,View Budget,Desktop,Shopping,2503.82,15
4739,Female,39,Greerborough,South Carolina,Premium,773,2023-03-23,13,27,Reviewed Transaction History,Only Checking and Savings,3,2023-09-24 09:36:50.000,64,Set Goal,Mobile,Groceries,3375.71,14
474,Female,53,New Paul,Wisconsin,Free,676,2023-07-14,24,31,Created Budget,Student Loan,3,2023-11-23 06:21:30.000,4,View Budget,Mobile,Groceries,2257.56,5
4740,Male,60,Lake Nicoleview,Wyoming,Premium,712,2023-09-26,15,32,View Goals,Investments,3,2023-11-27 01:28:48.000,0,View Goals,Desktop,Dining,2801.08,2
4741,Male,41,Hurstville,North Dakota,Free,687,2022-02-06,2,16,Created Budget,Car Loan,2,2023-05-26 06:06:54.000,185,Viewed Notifications,Mobile,Dining,2744.06,1
4742,Female,32,Matthewview,Minnesota,Free,711,2022-05-22,27,34,View Budget,Investments,4,2023-10-21 18:49:53.000,37,Checked Credit Score,Mobile,Shopping,2947.99,19
4743,Male,45,New Brandon,Pennsylvania,Free,832,2021-11-27,11,34,Set Goal,Car Loan,3,2023-11-24 03:13:47.000,3,View Budget,Mobile,Entertainment,3111.54,67
4744,Other,59,Johnshire,Virginia,Free,620,2023-04-05,17,31,View Goals,Car Loan,3,2023-11-25 21:18:46.000,2,Viewed Notifications,Desktop,Groceries,2450.14,13
4745,Other,27,Fowlerton,South Carolina,Free,650,2023-05-17,24,28,View Budget,Only Checking and Savings,3,2023-11-25 14:01:10.000,2,View Budget,Desktop,Travel,3128.68,8
4746,Male,36,Hillhaven,Kentucky,Free,759,2022-01-11,5,35,View Goals,Investments,3,2023-10-30 00:03:00.000,28,View Budget,Mobile,Entertainment,2590.12,120
4747,Other,63,Kathyside,Kansas,Premium,704,2023-07-29,20,37,View Goals,Mortgage,3,2023-11-17 21:59:52.000,10,Reviewed Transaction History,Mobile,Dining,3608.09,5
4748,Other,28,Laurenshire,New Jersey,Free,808,2022-05-12,4,28,Added Account,Car Loan,4,2023-10-18 03:41:49.000,40,Added Account,Mobile,Dining,2901.1,142
4749,Other,40,Kristinfort,Nevada,Premium,816,2022-01-13,15,35,Added Account,Car Loan,3,2023-09-08 08:07:43.000,80,Set Goal,Mobile,Shopping,3145.71,39
475,Other,66,New Laurahaven,New Hampshire,Premium,580,2022-10-27,10,36,Viewed Notifications,Mortgage,2,2023-11-21 08:31:38.000,6,Added Account,Mobile,Travel,3599.84,36
4750,Male,26,Lake Nicoleview,Wyoming,Free,706,2023-05-08,3,31,Set Goal,Student Loan,3,2023-10-09 18:56:51.000,49,View Goals,Mobile,Dining,3328.95,7
4751,Other,49,Stacyshire,Hawaii,Free,631,2022-03-30,21,36,Viewed Notifications,Credit Card,3,2023-10-30 01:34:10.000,28,Viewed Notifications,Mobile,Entertainment,3025.93,28
4752,Female,68,Owenton,North Carolina,Free,723,2022-08-14,29,30,Viewed Notifications,Student Loan,3,2023-10-18 12:33:43.000,40,Set Goal,Mobile,Groceries,2640.85,14
4753,Male,40,Abbotthaven,Nebraska,Premium,683,2023-08-03,16,35,View Goals,Car Loan,3,2023-11-26 13:24:56.000,1,Created Budget,Desktop,Entertainment,2653.96,7
4754,Male,34,Donaldfort,Minnesota,Premium,666,2023-07-13,21,36,Checked Credit Score,Credit Card,3,2023-11-19 13:34:00.000,8,Viewed Notifications,Desktop,Dining,3748.01,6
4755,Male,30,East Katiemouth,Colorado,Premium,706,2022-09-12,19,35,Reviewed Transaction History,Investments,4,2023-10-22 07:59:58.000,36,View Accounts,Desktop,Bills,2322.6,21
4756,Male,29,West Sergioborough,Tennessee,Free,764,2023-01-01,6,27,Turned off notifications,Credit Card,3,2023-11-14 06:44:34.000,13,Checked Credit Score,Mobile,Shopping,2948.14,47
4757,Male,53,Port Christopherton,North Dakota,Free,531,2022-09-27,12,31,View Accounts,Only Checking and Savings,3,2023-11-06 19:53:20.000,21,Turned off notifications,Desktop,Shopping,2059.68,36
4758,Female,42,Lake Robertville,Oregon,Premium,720,2022-08-08,29,32,Set Goal,Investments,3,2023-11-08 19:56:04.000,19,Created Budget,Desktop,Shopping,3393.72,16
4759,Other,55,Patriciamouth,Ohio,Free,707,2022-01-13,25,33,View Accounts,Student Loan,3,2023-11-22 20:56:46.000,5,Set Goal,Mobile,Bills,2941.75,27
476,Female,34,New Dwayneborough,Massachusetts,Premium,747,2023-03-16,15,29,View Budget,Student Loan,3,2023-11-05 23:58:23.000,22,Checked Credit Score,Mobile,Bills,2884.04,15
4760,Female,49,Smithland,Idaho,Free,699,2022-08-11,30,30,Viewed Notifications,Investments,3,2023-09-04 11:24:51.000,84,Added Account,Desktop,Entertainment,2444.74,13
4761,Female,42,Peterbury,Ohio,Free,701,2022-08-16,12,32,Checked Credit Score,Student Loan,3,2023-09-30 18:56:27.000,58,Checked Credit Score,Desktop,Groceries,3107.87,36
4762,Male,54,Owenton,North Carolina,Premium,620,2023-10-03,13,29,Added Account,Credit Card,3,2023-11-23 02:23:11.000,4,Viewed Notifications,Mobile,Dining,3050.14,4
4763,Other,22,Port Sandra,Wisconsin,Free,652,2023-11-17,3,31,Checked Credit Score,Car Loan,2,2023-11-26 07:42:47.000,1,Set Goal,Desktop,Travel,3134.36,3
4764,Female,49,New Laurenside,Vermont,Free,721,2023-07-06,2,24,Created Budget,Credit Card,4,2023-11-18 13:56:13.000,9,Created Budget,Mobile,Dining,2851.42,20
4765,Other,64,East Katiemouth,Colorado,Free,697,2023-09-19,23,30,Set Goal,Mortgage,3,2023-11-21 17:07:55.000,6,View Accounts,Mobile,Bills,3429.19,2
4766,Male,56,South Jessica,Indiana,Free,653,2022-08-27,30,33,Reviewed Transaction History,Investments,3,2023-11-10 14:10:08.000,17,View Goals,Mobile,Travel,2404.23,14
4767,Female,31,East David,Texas,Free,659,2023-09-13,15,35,View Accounts,Student Loan,3,2023-11-23 21:15:20.000,4,Set Goal,Desktop,Travel,2992.22,4
4768,Male,37,North Michaelberg,Maryland,Premium,767,2023-05-25,19,33,Viewed Notifications,Student Loan,3,2023-11-23 02:19:15.000,4,Set Goal,Desktop,Travel,2871.89,9
4769,Female,43,New Lindsay,North Dakota,Free,700,2023-02-26,28,37,Checked Credit Score,Student Loan,3,2023-11-25 11:22:37.000,2,View Budget,Mobile,Shopping,2753.46,9
477,Female,59,Scottside,Kentucky,Free,634,2023-08-24,29,35,Viewed Notifications,Mortgage,3,2023-11-27 03:28:03.000,0,Reviewed Transaction History,Mobile,Bills,2336.09,3
4770,Female,67,New Laurenside,Vermont,Free,653,2021-12-19,4,48,View Goals,Only Checking and Savings,3,2023-06-25 13:13:22.000,155,View Goals,Mobile,Dining,2401.1,147
4771,Other,66,Katieside,Virginia,Premium,688,2022-09-13,9,26,Checked Credit Score,Student Loan,3,2023-11-13 06:45:32.000,14,View Budget,Mobile,Travel,2450.24,45
4772,Female,41,Gilesland,Kansas,Free,689,2022-05-04,25,38,Set Goal,Mortgage,3,2023-11-27 05:11:37.000,0,View Budget,Mobile,Travel,2604.77,20
4773,Other,37,Brookeport,Minnesota,Free,694,2023-05-28,14,35,Reviewed Transaction History,Mortgage,3,2023-10-19 09:54:41.000,39,Reviewed Transaction History,Mobile,Groceries,2461.23,11
4774,Male,29,West Charleshaven,Illinois,Free,720,2023-08-28,26,31,Reviewed Transaction History,Only Checking and Savings,3,2023-11-26 04:16:07.000,1,Checked Credit Score,Mobile,Bills,4836.36,3
4775,Male,49,Howardhaven,Arkansas,Premium,606,2023-10-24,28,30,View Accounts,Car Loan,3,2023-11-23 07:44:30.000,4,View Goals,Mobile,Dining,2735.41,1
4776,Other,41,Owenton,North Carolina,Free,690,2022-08-22,20,36,View Budget,Student Loan,3,2023-11-27 00:03:34.000,0,Added Account,Mobile,Groceries,3170.7,21
4777,Female,64,Nicholasfort,Wisconsin,Free,598,2022-02-10,20,30,Checked Credit Score,Mortgage,3,2023-10-03 14:10:11.000,55,View Goals,Mobile,Shopping,3092.69,31
4778,Female,26,Gabriellaton,Wyoming,Free,666,2022-11-02,8,32,View Accounts,Mortgage,4,2023-11-13 22:35:20.000,14,View Accounts,Mobile,Travel,3221.34,52
4779,Other,68,Port Stevenchester,Arkansas,Free,718,2023-07-08,18,35,Turned off notifications,Car Loan,3,2023-11-21 06:01:02.000,6,Created Budget,Mobile,Entertainment,4077.44,7
478,Other,20,East Amanda,Arkansas,Premium,728,2022-04-06,28,33,View Budget,Student Loan,3,2023-11-26 23:12:59.000,1,View Budget,Desktop,Entertainment,4427.23,21
4780,Male,38,Garciaside,Georgia,Free,701,2022-09-09,25,34,View Goals,Car Loan,3,2023-10-14 01:58:24.000,44,Viewed Notifications,Mobile,Travel,3144.77,16
4781,Other,30,North Jeffrey,Hawaii,Free,643,2022-02-24,17,39,Turned off notifications,Credit Card,3,2023-11-04 04:33:46.000,23,Reviewed Transaction History,Mobile,Shopping,3968.77,37
4782,Male,45,Matthewport,Connecticut,Free,598,2022-12-09,10,34,Created Budget,Student Loan,3,2023-11-05 18:46:42.000,22,Created Budget,Mobile,Groceries,3115.95,36
4783,Other,68,East Katiemouth,Colorado,Premium,712,2022-08-16,21,34,Checked Credit Score,Car Loan,3,2023-11-22 11:58:00.000,5,Turned off notifications,Mobile,Travel,2775.08,20
4784,Other,45,Howardhaven,Arkansas,Premium,648,2023-01-23,13,29,Turned off notifications,Mortgage,3,2023-11-26 12:37:51.000,1,View Budget,Mobile,Travel,2424.76,22
4785,Male,51,West Brianhaven,Montana,Premium,773,2022-03-25,18,35,Viewed Notifications,Car Loan,3,2023-10-23 13:13:27.000,35,View Budget,Mobile,Entertainment,2832.02,33
4786,Female,48,East Ryan,New York,Premium,716,2021-12-23,3,44,Turned off notifications,Credit Card,4,2023-09-06 15:49:49.000,82,View Accounts,Mobile,Dining,3729.06,249
4787,Other,68,West Anthonymouth,Massachusetts,Premium,717,2023-03-01,28,36,View Budget,Car Loan,3,2023-11-04 15:47:51.000,23,Turned off notifications,Mobile,Groceries,3592.91,9
4788,Male,59,Donaldfort,Minnesota,Premium,677,2023-01-28,4,38,View Budget,Only Checking and Savings,3,2023-08-04 15:13:06.000,115,View Accounts,Mobile,Bills,2752.05,48
4789,Female,42,Espinozaside,West Virginia,Premium,812,2023-08-31,11,38,Created Budget,Credit Card,3,2023-11-24 12:42:02.000,3,Viewed Notifications,Mobile,Dining,3203.28,7
479,Other,24,New Michelleton,Michigan,Free,690,2023-09-19,4,36,View Goals,Credit Card,3,2023-10-20 01:40:13.000,38,Reviewed Transaction History,Mobile,Income,3007.44,6
4790,Other,49,New Angelamouth,Hawaii,Premium,691,2022-07-03,17,35,Reviewed Transaction History,Mortgage,3,2023-11-08 17:40:08.000,19,Added Account,Mobile,Bills,NULL,30
4791,Other,35,Santanaville,Georgia,Free,725,2022-05-21,1,28,Turned off notifications,Car Loan,5,2023-03-02 04:48:39.000,270,Turned off notifications,Mobile,Income,3513.61,NULL
4792,Other,21,New Kathleenburgh,Massachusetts,Premium,670,2022-10-29,22,35,Set Goal,Student Loan,2,2023-11-01 00:50:33.000,26,View Budget,Mobile,Entertainment,1506.1,16
4793,Male,62,West Mathew,Kansas,Premium,724,2023-02-02,27,32,Viewed Notifications,Car Loan,3,2023-11-15 22:18:17.000,12,Set Goal,Mobile,Bills,3016.45,11
4794,Other,25,Nicholasfort,Wisconsin,Free,738,2023-10-22,12,37,Checked Credit Score,Investments,3,2023-11-16 16:32:56.000,11,View Budget,Mobile,Travel,3439.55,2
4795,Female,25,Lake Samuel,New Jersey,Free,721,2022-10-31,29,32,Turned off notifications,Mortgage,3,2023-11-18 02:19:05.000,9,Created Budget,Mobile,Dining,3470.19,13
4796,Male,42,Davisbury,Colorado,Free,724,2022-07-28,23,30,Created Budget,Mortgage,3,2023-11-27 02:32:56.000,0,Turned off notifications,Mobile,Travel,3030.87,19
4797,Male,19,Hernandezfort,Vermont,Free,676,2023-10-28,27,32,Set Goal,Student Loan,3,2023-11-25 04:41:09.000,2,Added Account,Mobile,Travel,2983.1,1
4798,Female,34,Valdezshire,Minnesota,Free,643,2023-10-28,20,32,Turned off notifications,Credit Card,3,2023-11-24 22:45:55.000,3,Checked Credit Score,Desktop,Shopping,2850.59,1
4799,Male,63,Port Monicachester,North Dakota,Premium,713,2023-05-25,16,34,Created Budget,Mortgage,3,2023-11-18 19:29:10.000,9,Checked Credit Score,Mobile,Dining,3123.65,10
48,Male,51,Gardnermouth,Montana,Free,807,2022-12-06,21,33,View Goals,Credit Card,3,2023-10-27 05:03:19.000,31,View Budget,Desktop,Travel,3815.58,15
480,Other,22,Port Erica,Maine,Premium,733,2023-02-01,14,40,Turned off notifications,Car Loan,2,2023-11-04 00:54:09.000,23,Created Budget,Mobile,Entertainment,2577.88,21
4800,Other,59,South Dakotaburgh,Maine,Premium,761,2023-07-23,21,34,Viewed Notifications,Mortgage,3,2023-11-16 21:57:58.000,11,Added Account,Mobile,Shopping,3701.12,5
4801,Male,47,East Wesleymouth,Connecticut,Premium,752,2022-09-08,26,34,Reviewed Transaction History,Credit Card,3,2023-11-23 21:44:29.000,4,Viewed Notifications,Mobile,Groceries,2819.33,15
4802,Other,66,Port Rachelchester,Oregon,Premium,673,2023-07-17,25,32,View Budget,Investments,3,2023-11-26 05:06:02.000,1,Added Account,Mobile,Shopping,2556.46,5
4803,Male,38,Lake Kenneth,New Jersey,Premium,740,2022-04-22,13,35,Created Budget,Credit Card,3,2023-11-21 13:32:38.000,6,Turned off notifications,Desktop,Income,2417.39,47
4804,Male,46,New Lindsay,North Dakota,Premium,677,2023-08-24,5,30,Viewed Notifications,Car Loan,4,2023-11-22 15:46:25.000,5,View Goals,Mobile,Dining,2218.22,22
4805,Male,34,Wisefort,Texas,Free,654,2023-01-07,9,34,Created Budget,Investments,3,2023-11-05 17:56:42.000,22,View Budget,Mobile,Groceries,2559.8,34
4806,Other,55,Conradview,Hawaii,Premium,651,2023-10-16,21,35,Turned off notifications,Car Loan,3,2023-11-26 14:46:49.000,1,Reviewed Transaction History,Mobile,Income,3358.02,1
4807,Male,68,Port Ashley,Oregon,Premium,711,2022-07-07,24,34,View Accounts,Car Loan,3,2023-09-13 15:31:02.000,75,Added Account,Mobile,Travel,2678.47,18
4808,Male,35,Lake Eric,Pennsylvania,Free,633,2022-04-26,8,23,Turned off notifications,Student Loan,3,2023-11-22 09:14:48.000,5,View Budget,Mobile,Dining,2811.99,80
4809,Male,63,Lake Karenton,Nevada,Premium,674,2022-07-05,26,40,Set Goal,Car Loan,3,2023-11-14 00:03:46.000,13,Added Account,Mobile,Shopping,2814.14,18
481,Male,49,Johnsonville,North Carolina,Premium,716,2023-04-02,7,33,Reviewed Transaction History,Car Loan,3,2023-09-26 17:29:51.000,62,View Goals,Desktop,Dining,2965.74,26
4810,Male,54,Gabriellaton,Wyoming,Free,757,2022-04-05,20,26,View Accounts,Student Loan,3,2023-11-18 19:54:16.000,9,View Budget,Mobile,Entertainment,3184.13,31
4811,Female,28,Port Justin,Arizona,Premium,770,2023-03-31,18,33,Reviewed Transaction History,Investments,3,2023-11-01 15:41:10.000,26,View Budget,Desktop,Dining,2227.92,11
4812,Other,65,New Laurenside,Vermont,Free,679,2023-06-02,15,37,View Goals,Credit Card,3,2023-11-16 01:59:10.000,11,Viewed Notifications,Mobile,Travel,3497.05,10
4813,Male,41,Gardnermouth,Montana,Free,714,2022-03-07,15,28,Set Goal,Student Loan,4,2023-11-26 07:25:13.000,1,View Budget,Mobile,Entertainment,3025.38,44
4814,Male,43,North Michaelberg,Maryland,Premium,626,2021-12-02,13,38,Viewed Notifications,Mortgage,3,2023-11-17 08:05:54.000,10,Turned off notifications,Mobile,Bills,3333.28,56
4815,Other,29,Jasonberg,Rhode Island,Premium,768,2022-04-29,19,32,Reviewed Transaction History,Credit Card,3,2023-09-24 18:08:28.000,64,Reviewed Transaction History,Desktop,Groceries,3701.84,26
4816,Male,65,North Ryanville,Alaska,Free,703,2023-01-03,29,33,View Accounts,Mortgage,3,2023-10-13 07:57:36.000,45,Checked Credit Score,Mobile,Groceries,2648.3,10
4817,Male,52,Port Anthony,Kansas,Free,666,2023-10-01,9,27,Added Account,Student Loan,3,2023-11-20 11:20:57.000,7,View Goals,Mobile,Dining,2905.29,6
4818,Other,26,Moranfurt,Illinois,Free,715,2022-06-23,14,35,Added Account,Mortgage,3,2023-11-09 05:28:14.000,18,View Budget,Mobile,Travel,2935.91,33
4819,Male,63,Johnland,Indiana,Premium,703,2023-03-03,25,34,View Accounts,Investments,3,2023-11-21 15:35:43.000,6,Added Account,Desktop,Dining,3299.94,10
482,Other,31,Waltersborough,Kentucky,Premium,665,2023-02-18,10,25,View Goals,Car Loan,3,2023-11-15 23:59:38.000,12,View Budget,Desktop,Income,3497.98,25
4820,Male,42,Gregorybury,Maine,Free,724,2022-03-24,25,29,Reviewed Transaction History,Investments,3,2023-09-08 21:30:38.000,80,Created Budget,Mobile,Shopping,2853.19,22
4821,Male,45,Lake Valerie,Maine,Free,717,2022-07-19,12,25,View Budget,Mortgage,4,2023-11-04 02:03:12.000,23,Reviewed Transaction History,Mobile,Entertainment,4028.95,37
4822,Other,21,Gregorybury,Maine,Premium,716,2022-10-08,12,35,Viewed Notifications,Student Loan,3,2023-11-23 14:05:45.000,4,Reviewed Transaction History,Mobile,Travel,3207.97,37
4823,Other,31,Mooreside,Washington,Premium,707,2022-05-16,17,29,View Budget,Credit Card,3,2023-11-20 22:06:33.000,7,View Budget,Mobile,Shopping,2791.56,33
4824,Male,63,Andreport,Minnesota,Free,751,2023-08-15,28,36,Created Budget,Car Loan,3,2023-11-27 06:55:12.000,0,Created Budget,Mobile,Shopping,2852.17,3
4825,Male,54,East Melissa,California,Premium,779,2023-09-02,14,28,Checked Credit Score,Credit Card,3,2023-11-12 14:33:08.000,15,View Goals,Mobile,Bills,2531.92,4
4826,Other,68,East Jimmybury,Georgia,Free,722,2022-02-11,11,36,Viewed Notifications,Credit Card,3,2023-09-02 06:42:07.000,86,Checked Credit Score,Mobile,Bills,3191.69,53
4827,Other,31,Lake Amyfort,Arizona,Free,785,2022-09-18,18,32,View Goals,Mortgage,3,2023-11-09 17:22:53.000,18,Turned off notifications,Mobile,Groceries,2396.82,23
4828,Male,51,Jenniferstad,Alaska,Free,707,2023-05-02,16,32,Reviewed Transaction History,Only Checking and Savings,3,2023-11-26 23:52:32.000,1,Reviewed Transaction History,Desktop,Shopping,4039.4,13
4829,Male,28,Timothystad,Louisiana,Free,674,2023-02-01,20,33,Created Budget,Car Loan,3,2023-11-04 01:04:45.000,23,Created Budget,Mobile,Groceries,3931.8,13
483,Other,28,Gardnermouth,Montana,Free,680,2022-01-26,24,36,Added Account,Student Loan,3,2023-10-22 05:02:28.000,36,Added Account,Mobile,Groceries,3335.75,26
4830,Male,43,Robertsland,Arkansas,Premium,678,2022-11-01,26,34,Added Account,Student Loan,4,2023-11-11 17:49:37.000,16,Viewed Notifications,Mobile,Dining,3403.49,14
4831,Female,50,East Denise,New Jersey,Free,688,2022-03-01,15,32,Viewed Notifications,Mortgage,3,2023-11-24 21:27:52.000,3,Turned off notifications,Mobile,Travel,2472.19,41
4832,Other,39,West Brandychester,Connecticut,Premium,673,2022-04-13,24,29,Checked Credit Score,Student Loan,3,2023-10-25 09:02:20.000,33,Reviewed Transaction History,Mobile,Bills,3040.99,21
4833,Other,36,New Ashleyton,Colorado,Free,703,2022-07-08,11,44,Turned off notifications,Student Loan,3,2023-09-14 12:23:25.000,74,Turned off notifications,Mobile,Dining,2865.1,30
4834,Female,31,Michaelberg,Oklahoma,Premium,740,2023-02-21,25,30,Added Account,Investments,3,2023-11-14 16:38:47.000,13,Checked Credit Score,Mobile,Groceries,3247.09,9
4835,Male,30,West Brandychester,Connecticut,Premium,750,2022-10-11,11,37,View Budget,Car Loan,3,2023-09-27 17:10:04.000,61,Checked Credit Score,Mobile,Groceries,2772.58,34
4836,Female,32,East Amanda,Arkansas,Free,637,2022-09-02,14,32,View Goals,Credit Card,3,2023-11-12 13:55:42.000,15,Set Goal,Mobile,Bills,2445.6,33
4837,Female,60,Port Ashley,Oregon,Free,694,2023-01-25,16,27,View Accounts,Car Loan,4,2023-11-11 11:10:29.000,16,View Goals,Mobile,Bills,3170.56,18
4838,Other,46,Gabriellaton,Wyoming,Premium,703,2023-04-19,21,36,View Budget,Investments,3,2023-11-22 05:01:44.000,5,Viewed Notifications,Mobile,Dining,2630.14,10
4839,Other,58,Garciachester,Wisconsin,Free,692,2022-09-11,13,40,Turned off notifications,Mortgage,3,2023-07-07 16:24:32.000,143,View Budget,Desktop,Income,3132.02,24
484,Other,67,Mcclainhaven,Wyoming,Free,631,2023-03-18,30,32,Set Goal,Car Loan,3,2023-11-19 20:42:56.000,8,Turned off notifications,Mobile,Shopping,3206.46,8
4840,Female,58,Allisonstad,New Hampshire,Premium,642,2022-02-08,3,29,Set Goal,Credit Card,3,2023-10-23 04:55:48.000,35,Turned off notifications,Mobile,Entertainment,3341.22,196
4841,Other,23,Gregorybury,Maine,Free,737,2022-02-27,20,36,Checked Credit Score,Mortgage,3,2023-09-19 09:06:44.000,69,Turned off notifications,Mobile,Bills,3092.57,28
4842,Male,33,Robertsland,Arkansas,Premium,806,2022-04-14,12,29,Set Goal,Credit Card,3,2023-11-25 16:36:01.000,2,Added Account,Mobile,Dining,2707.73,52
4843,Male,61,Brianland,Illinois,Premium,652,2023-07-10,8,30,Added Account,Mortgage,4,2023-11-14 08:34:32.000,13,Reviewed Transaction History,Mobile,Bills,3384.45,15
4844,Male,51,West Spencer,Missouri,Free,730,2022-08-13,21,31,View Goals,Student Loan,3,2023-11-17 06:54:24.000,10,View Accounts,Mobile,Entertainment,3142.67,19
4845,Other,21,Anthonyshire,Illinois,Free,651,2022-07-13,9,29,Viewed Notifications,Student Loan,3,2023-07-29 19:05:20.000,121,Set Goal,Mobile,Dining,2993.7,36
4846,Female,35,Lisaburgh,Delaware,Free,791,2023-02-19,19,29,Viewed Notifications,Mortgage,3,2023-10-10 19:00:07.000,48,Viewed Notifications,Mobile,Travel,3363.3,12
4847,Male,53,Garciaside,Georgia,Premium,687,2022-07-22,14,35,Checked Credit Score,Credit Card,3,2023-11-01 00:00:27.000,26,Set Goal,Desktop,Groceries,2682.69,33
4848,Female,32,Kimberg,Mississippi,Free,749,2022-08-25,23,39,Created Budget,Mortgage,3,2023-11-05 07:42:25.000,22,Turned off notifications,Mobile,Shopping,3583.75,19
4849,Male,25,Sandychester,Kansas,Free,788,2022-02-10,15,33,Reviewed Transaction History,Car Loan,3,2023-11-01 09:41:45.000,26,View Budget,Mobile,Income,3157.99,42
